Protein	Protein	Input
DNAJA2	DNAJA4	1
CDC37	DNAJB1	1
FN1	DNAJB1	1
STUB1	DNAJB1	1
TTLL12	DNAJB1	1
SEPTIN1	DNAJB13	1
GORASP2	DNAJB13	1
LHX4	DNAJB13	1
MDFI	DNAJB13	1
MSS51	DNAJB13	1
PIBF1	DNAJB13	1
PICK1	DNAJB13	1
PLK4	DNAJB13	1
RAB3IP	DNAJB13	1
TOM1L1	DNAJB13	1
ZC3H12A	DNAJB13	1
ZRANB1	DNAJB13	1
MLF2	DNAJB6	1
SGCG	DNAJB6	1
PLP2	DNAJC1	1
HSPB1	DNAJC21	1
MTERF1	DNAJC21	1
MEOX2	DNAJC22	1
EIF2AK2	DNAJC3	1
AQP6	DNAJC30	1
BEST2	DNAJC30	1
CCDC155	DNAJC30	1
CREB3	DNAJC30	1
EBP	DNAJC30	1
FAM209A	DNAJC30	1
FATE1	DNAJC30	1
GPX8	DNAJC30	1
JAGN1	DNAJC30	1
LRRC25	DNAJC30	1
MFSD14B	DNAJC30	1
MGST2	DNAJC30	1
MSMO1	DNAJC30	1
PEX12	DNAJC30	1
REEP4	DNAJC30	1
RNF170	DNAJC30	1
S100B	DNAJC30	1
SLC10A4	DNAJC30	1
SLC35C2	DNAJC30	1
SLC51A	DNAJC30	1
TMEM52B	DNAJC30	1
TFCP2	DNAJC5B	1
BAG2	DNAJC7	1
BAG4	DNAJC7	1
HSP90AA1	DNAJC7	1
H3F3C	DNAJC9	1
HIST1H3D	DNAJC9	1
HIST1H3J	DNAJC9	1
MORN4	DNAJC9	1
LRRC40	DNAL1	1
DNAL4	DNAL4	1
DYNLL1	DNAL4	1
MSGN1	DNALI1	1
RBPMS2	DND1	1
AMPH	DNM1	1
DNM1	DNM1	1
DNM1L	DNM1L	1
GSK3B	DNM1L	1
AMPH	DNM2	1
TRAF4	DNM2	1
BRAP	DNMT1	1
RUNX1T1	DNMT1	1
MDFI	DNMT3A	1
MEOX2	DNMT3A	1
OTX1	DNMT3A	1
PIAS1	DNMT3A	1
PIAS2	DNMT3A	1
PTGES3	DNMT3A	1
SP100	DNMT3A	1
TCL1A	DNMT3A	1
DNMT3A	DNMT3L	1
DNMT3B	DNMT3L	1
PDZD4	DNMT3L	1
PHPT1	DNMT3L	1
RSL24D1	DNMT3L	1
DNPEP	DNPEP	1
LNX1	DNPEP	1
MDFI	DNPEP	1
DNPH1	DNPH1	1
DNTTIP1	DNTT	1
DNTTIP2	DNTT	1
PICK1	DNTTIP1	1
NCK2	DOCK1	1
CARD10	DOCK2	1
HOXA1	DOCK2	1
KHDRBS2	DOCK2	1
KHDRBS3	DOCK2	1
KRT31	DOCK2	1
KRT34	DOCK2	1
MDFI	DOCK2	1
MTUS2	DOCK2	1
PCSK5	DOCK2	1
TGM1	DOCK2	1
TRIM23	DOCK2	1
ELMO2	DOCK4	1
DOCK8	DOCK8	1
EXOSC5	DOCK8	1
MEOX2	DOCK8	1
CRKL	DOK1	1
CRKL	DOK2	1
DOK3	DOK2	1
TXK	DOK2	1
ANKS1A	DOK3	1
COX5B	DOK3	1
DOK1	DOK3	1
DOK4	DOK3	1
DOK5	DOK3	1
DTX2	DOK3	1
GCM2	DOK3	1
HOXA1	DOK3	1
MDFI	DOK3	1
PLEKHA3	DOK3	1
PRKAB2	DOK3	1
SPAG8	DOK3	1
TRAF1	DOK3	1
OPRM1	DOK4	1
PFDN5	DOK4	1
ABHD11	DOK6	1
AES	DOK6	1
ARID5A	DOK6	1
C1orf94	DOK6	1
CRYBB3	DOK6	1
FAM86C1	DOK6	1
LASP1	DOK6	1
LGALS14	DOK6	1
METTL27	DOK6	1
RBPMS	DOK6	1
RUSC1	DOK6	1
SLC30A6	DOK6	1
TBX15	DOK6	1
USP54	DOK6	1
YPEL3	DOK6	1
APPL1	DOK7	1
CRK	DOK7	1
EFEMP2	DOK7	1
APPBP2	DOLK	1
CD79A	DOLK	1
CHODL	DOLK	1
CREB3	DOLK	1
CREB3L1	DOLK	1
EDA	DOLK	1
FAM209A	DOLK	1
FNDC9	DOLK	1
GALNT8	DOLK	1
GJA8	DOLK	1
GPX8	DOLK	1
KCNA1	DOLK	1
KCNA10	DOLK	1
KCNA6	DOLK	1
LRRC4C	DOLK	1
SLC7A6	DOLK	1
SYNPR	DOLK	1
TMEM45B	DOLK	1
VSIR	DOLK	1
DPEP1	DPEP1	1
ARMC7	DPEP2NB	1
CABP2	DPEP2NB	1
COL8A1	DPEP2NB	1
FRS3	DPEP2NB	1
KANK2	DPEP2NB	1
NBL1	DPEP2NB	1
TRAF4	DPEP2NB	1
ZNF410	DPEP2NB	1
LNX1	DPF2	1
MEOX2	DPF2	1
PICK1	DPF2	1
TXNDC12	DPF2	1
IL17A	DPH2	1
MISP	DPH2	1
NEK6	DPH2	1
TNK2	DPH2	1
MEOX2	DPH3	1
PIH1D2	DPH3	1
SERGEF	DPH3	1
FAM177A1	DPM3	1
IER3IP1	DPM3	1
TMEM147	DPM3	1
KEAP1	DPP3	1
AP2M1	DPPA2	1
DPPA2	DPPA2	1
DPPA4	DPPA2	1
DVL2	DPPA2	1
DVL3	DPPA2	1
FGF12	DPPA2	1
FXR2	DPPA2	1
MCM10	DPPA2	1
PBXIP1	DPPA2	1
PLOD3	DPPA2	1
SDCBP2	DPPA2	1
SPOP	DPPA2	1
U2AF2	DPPA2	1
UBE2I	DPPA2	1
VTA1	DPPA2	1
ZCCHC10	DPPA2	1
DEPDC5	DPPA3	1
DYNLL1	DPPA3	1
KRT27	DPPA3	1
KRT76	DPPA3	1
SERTAD3	DPPA3	1
TFIP11	DPPA3	1
TRIB3	DPPA3	1
ZNF618	DPPA3	1
INO80B	DPPA4	1
MISP	DPPA4	1
NEDD9	DPPA4	1
RPGRIP1	DPPA4	1
ASH2L	DPY30	1
BCAS4	DPY30	1
CDK17	DPY30	1
CREB3L3	DPY30	1
DPY30	DPY30	1
DYDC2	DPY30	1
FAM136A	DPY30	1
GPATCH2	DPY30	1
OTX1	DPY30	1
PRPF3	DPY30	1
PSMD14	DPY30	1
PXN	DPY30	1
RSPH3	DPY30	1
TMCC2	DPY30	1
GOPC	DPYD	1
LXN	DPYD	1
APPBP2	DPYS	1
CRMP1	DPYSL2	1
DPYSL2	DPYSL2	1
CRMP1	DPYSL3	1
DPYSL2	DPYSL3	1
TRIP13	DPYSL4	1
CFAP161	DPYSL5	1
DPYSL2	DPYSL5	1
DPYSL3	DPYSL5	1
NFYC	DR1	1
TBP	DR1	1
C1orf21	DRAM1	1
CREB3	DRAM1	1
GPR42	DRAM1	1
TIMMDC1	DRAM1	1
DR1	DRAP1	1
DRAP1	DRAP1	1
FEZ1	DRAP1	1
GTF2B	DRAP1	1
LMO2	DRAP1	1
LNX1	DRAP1	1
NCK2	DRAP1	1
NFYB	DRAP1	1
PICK1	DRAP1	1
PIK3R3	DRAP1	1
POLE3	DRAP1	1
RPL9	DRAP1	1
SDCBP	DRAP1	1
TBP	DRAP1	1
NTN1	DRAXIN	1
MBIP	DRC7	1
DNAJC14	DRD1	1
ADORA2A	DRD2	1
DRD2	DRD2	1
DRD4	DRD2	1
EPB41L1	DRD2	1
NCS1	DRD2	1
PPP1R9B	DRD2	1
EPB41L1	DRD3	1
USP48	DRD3	1
DRD4	DRD4	1
COIL	DRG1	1
LNX1	DRG1	1
MEOX2	DRG1	1
PHC2	DRG1	1
RWDD1	DRG1	1
SKIL	DRG1	1
SSX2IP	DRG1	1
STK16	DRG1	1
VCAM1	DRG1	1
ZC3H15	DRG1	1
C19orf66	DRICH1	1
CSNK1D	DRICH1	1
CSNK1G3	DRICH1	1
MYOZ2	DRICH1	1
PIH1D2	DSCAM	1
MEOX2	DSCR8	1
PKP2	DSG1	1
NSL1	DSN1	1
PKP2	DSP	1
VIM	DSP	1
COL17A1	DST	1
ERBIN	DST	1
MAPRE1	DST	1
OPTN	DST	1
ACTB	DSTN	1
TAX1BP1	DSTN	1
UBE2I	DSTN	1
YWHAE	DTL	1
DRP2	DTNA	1
ABI1	DTNB	1
ABI3	DTNB	1
AMOTL2	DTNB	1
CCDC136	DTNB	1
COG6	DTNB	1
DTNB	DTNB	1
DTNBP1	DTNB	1
GGA1	DTNB	1
KRT31	DTNB	1
KRT33B	DTNB	1
MTUS2	DTNB	1
PICK1	DTNB	1
POU6F2	DTNB	1
PPFIA1	DTNB	1
PPP1R13B	DTNB	1
PRTFDC1	DTNB	1
TFIP11	DTNB	1
TRAF2	DTNB	1
TRIM37	DTNB	1
TRIM54	DTNB	1
TXLNA	DTNB	1
USHBP1	DTNB	1
ZRANB1	DTNB	1
EP300	DTX1	1
PRKAR1A	DTX1	1
DTX2	DTX2	1
EYA2	DTX2	1
FAM168A	DTX2	1
LASP1	DTX2	1
LNX1	DTX2	1
MVP	DTX2	1
SPG21	DTX2	1
TRIP13	DTX2	1
TRIP6	DTX2	1
UBE2D1	DTX2	1
UBE2D4	DTX2	1
ARF5	DTX3	1
BAG3	DTX3	1
FAM90A1	DTX3	1
FYN	DTX3	1
GRB2	DTX3	1
MAPK9	DTX3	1
NCK2	DTX3	1
NFKBID	DTX3	1
OSTF1	DTX3	1
PARP11	DTX3	1
PTK6	DTX3	1
TCEANC	DTX3	1
TRAF4	DTX3	1
TRIP10	DTX3	1
UBASH3A	DTX3	1
UBASH3B	DTX3	1
UBE2D1	DTX3	1
UBE2D3	DTX3	1
UBE2D4	DTX3	1
UBE2K	DTX3	1
UBE2L6	DTX3	1
USP2	DTX3	1
YES1	DTX3	1
ZMYND19	DTX3	1
SPG21	DTX3L	1
UBE2D1	DTX3L	1
UBE2D2	DTX3L	1
UBE2D3	DTX3L	1
ARPC3	DUPD1	1
ASPA	DUPD1	1
C17orf75	DUPD1	1
CNTROB	DUPD1	1
DDIT4L	DUPD1	1
GOLGA6A	DUPD1	1
LNX1	DUPD1	1
NOC4L	DUPD1	1
PICK1	DUPD1	1
POLR2G	DUPD1	1
PSMB5	DUPD1	1
RNF40	DUPD1	1
SRSF11	DUPD1	1
STX11	DUPD1	1
TEPSIN	DUPD1	1
CAMK2B	DUS1L	1
CAMK2G	DUS1L	1
MEOX2	DUS1L	1
MAPK1	DUSP1	1
MAPK14	DUSP1	1
MAPK3	DUSP1	1
MAPK8	DUSP1	1
FNDC3B	DUSP10	1
HOXA1	DUSP10	1
MAPK14	DUSP10	1
MAPK8	DUSP10	1
MAPK9	DUSP10	1
M6PR	DUSP12	1
CALCOCO1	DUSP13	1
TRAF1	DUSP13	1
ZRANB1	DUSP13	1
CD28	DUSP14	1
SPERT	DUSP14	1
PLCG1	DUSP15	1
MAPK8	DUSP16	1
MAPK9	DUSP16	1
ACTB	DUSP19	1
ALAS1	DUSP19	1
ATP23	DUSP21	1
CPNE7	DUSP21	1
CTBP2	DUSP21	1
EYA2	DUSP21	1
FAAP20	DUSP21	1
GORASP2	DUSP21	1
KLHL20	DUSP21	1
KRT33B	DUSP21	1
KRTAP11-1	DUSP21	1
MAP2K5	DUSP21	1
OIP5	DUSP21	1
POU4F3	DUSP21	1
RFX6	DUSP21	1
SUOX	DUSP21	1
TEX11	DUSP21	1
TOX3	DUSP21	1
TRAF1	DUSP21	1
UBQLN2	DUSP21	1
USP2	DUSP21	1
ZMAT1	DUSP21	1
ASB6	DUSP23	1
BANF2	DUSP23	1
DDIT4L	DUSP23	1
EXOSC8	DUSP23	1
PSME2	DUSP23	1
UBA3	DUSP23	1
CARD10	DUSP26	1
GRIPAP1	DUSP26	1
HSF4	DUSP26	1
MEOX1	DUSP3	1
GORASP2	DUSP4	1
LZTS2	DUSP4	1
MAPK1	DUSP4	1
MAPK9	DUSP4	1
TRAF1	DUSP4	1
MAPK1	DUSP5	1
MDFI	DUSP6	1
TEX11	DUSP6	1
TXK	DUSP6	1
EGLN3	DUSP7	1
GHR	DUSP7	1
MAPK8	DUSP8	1
MAPK14	DUSP9	1
DES	DUX4	1
IPO13	DUX4	1
CSNK2A1	DVL1	1
NCK2	DVL1	1
DVL2	DVL2	1
ABT1	DVL3	1
ADAP1	DVL3	1
AES	DVL3	1
ALS2CR12	DVL3	1
BAHD1	DVL3	1
BHLHE40	DVL3	1
C19orf66	DVL3	1
C1orf35	DVL3	1
CBX8	DVL3	1
CCDC33	DVL3	1
CCNK	DVL3	1
CEP70	DVL3	1
CEP76	DVL3	1
CLK1	DVL3	1
CSNK1D	DVL3	1
CSNK2A1	DVL3	1
DDX54	DVL3	1
DIDO1	DVL3	1
DVL1	DVL3	1
EIF1B	DVL3	1
EIF3D	DVL3	1
FAM13C	DVL3	1
FARS2	DVL3	1
HOMER3	DVL3	1
HOXA5	DVL3	1
HOXC8	DVL3	1
INO80B	DVL3	1
KAT7	DVL3	1
KCTD10	DVL3	1
KLF1	DVL3	1
KLF3	DVL3	1
KLF4	DVL3	1
KLHL12	DVL3	1
LNX1	DVL3	1
LONRF1	DVL3	1
LUZP4	DVL3	1
MAGEB4	DVL3	1
MAGOHB	DVL3	1
NFYA	DVL3	1
NKD1	DVL3	1
PATZ1	DVL3	1
PHF19	DVL3	1
PITX1	DVL3	1
PLAGL2	DVL3	1
PNKP	DVL3	1
PPP1R16B	DVL3	1
PRPF3	DVL3	1
PRPF31	DVL3	1
PRPF38A	DVL3	1
PSME3	DVL3	1
RBM39	DVL3	1
RPL11	DVL3	1
RRP8	DVL3	1
RWDD2B	DVL3	1
SNX22	DVL3	1
SORBS3	DVL3	1
STOM	DVL3	1
SUV39H1	DVL3	1
SYT6	DVL3	1
SYTL4	DVL3	1
TBPL1	DVL3	1
TFG	DVL3	1
TNP1	DVL3	1
TRAF2	DVL3	1
TRIM41	DVL3	1
UTP3	DVL3	1
VAX1	DVL3	1
XPA	DVL3	1
YTHDC1	DVL3	1
ZBTB24	DVL3	1
ZBTB47	DVL3	1
ZBTB8A	DVL3	1
ZNF264	DVL3	1
ZNF821	DVL3	1
ZNF837	DVL3	1
ANK1	DWORF	1
ANKS6	DWORF	1
AQP12B	DWORF	1
AQP6	DWORF	1
ARL13B	DWORF	1
BIK	DWORF	1
BSCL2	DWORF	1
BTN2A1	DWORF	1
CD53	DWORF	1
CD69	DWORF	1
CD79A	DWORF	1
CMTM2	DWORF	1
EDA2R	DWORF	1
F11R	DWORF	1
FFAR2	DWORF	1
FXYD3	DWORF	1
GOLM1	DWORF	1
GPR42	DWORF	1
GPR61	DWORF	1
HSD17B11	DWORF	1
HSD17B13	DWORF	1
IFNGR2	DWORF	1
ISLR2	DWORF	1
JPH1	DWORF	1
KCNJ6	DWORF	1
KCNK5	DWORF	1
MFF	DWORF	1
MOG	DWORF	1
MSMO1	DWORF	1
MTIF3	DWORF	1
PDZK1IP1	DWORF	1
PI16	DWORF	1
SCN3B	DWORF	1
SLC14A1	DWORF	1
SLC34A2	DWORF	1
SLC35C2	DWORF	1
SLC38A1	DWORF	1
SPNS3	DWORF	1
STX1A	DWORF	1
STX2	DWORF	1
TM4SF18	DWORF	1
TMEM101	DWORF	1
TMEM237	DWORF	1
TMEM51	DWORF	1
TSPAN15	DWORF	1
AES	DYDC1	1
CCNC	DYDC1	1
DPY30	DYDC1	1
ENKD1	DYDC1	1
HDAC4	DYDC1	1
KRT75	DYDC1	1
LMO2	DYDC1	1
LNX1	DYDC1	1
MID2	DYDC1	1
NME5	DYDC1	1
PDZD4	DYDC1	1
PIK3R2	DYDC1	1
PKN1	DYDC1	1
POU6F2	DYDC1	1
PPP2R5D	DYDC1	1
PSMA1	DYDC1	1
TCHP	DYDC1	1
TFPT	DYDC1	1
TXLNB	DYDC1	1
TXNDC9	DYDC1	1
USHBP1	DYDC1	1
USP2	DYDC1	1
VPS37C	DYDC1	1
VPS9D1	DYDC1	1
WAC	DYDC1	1
NME5	DYDC2	1
POLR1A	DYDC2	1
PAFAH1B1	DYNC1H1	1
PSEN2	DYNC1H1	1
RHBDD2	DYNC1H1	1
VCAM1	DYNC1H1	1
DYNLL1	DYNC1I1	1
DYNLRB1	DYNC1I1	1
BCAS1	DYNLL1	1
CCDC28A	DYNLL1	1
DYNLL1	DYNLL1	1
GABARAPL2	DYNLL1	1
HOMER3	DYNLL1	1
TP53BP1	DYNLL1	1
BMF	DYNLL2	1
C12orf40	DYNLL2	1
C14orf119	DYNLL2	1
C17orf47	DYNLL2	1
CCDC36	DYNLL2	1
DLGAP1	DYNLL2	1
DNAL4	DYNLL2	1
DPPA3	DYNLL2	1
DYNC1I1	DYNLL2	1
EWSR1	DYNLL2	1
FAM117B	DYNLL2	1
GABARAPL2	DYNLL2	1
GPRIN2	DYNLL2	1
HMBOX1	DYNLL2	1
HOMER3	DYNLL2	1
KANK2	DYNLL2	1
MEOX2	DYNLL2	1
MORN3	DYNLL2	1
MYO5A	DYNLL2	1
OTUD6A	DYNLL2	1
PKIA	DYNLL2	1
PKIG	DYNLL2	1
RASGRP3	DYNLL2	1
SECISBP2L	DYNLL2	1
SKAP1	DYNLL2	1
SMCP	DYNLL2	1
SPAG8	DYNLL2	1
THAP10	DYNLL2	1
TLK1	DYNLL2	1
XIAP	DYNLL2	1
ZAR1	DYNLL2	1
DYNC1I2	DYNLRB1	1
ACTN1	DYNLT1	1
ARID4B	DYNLT1	1
DNAJA2	DYNLT1	1
DYNC1I2	DYNLT1	1
LNX1	DYNLT1	1
MARK1	DYNLT1	1
OLFM3	DYNLT1	1
PSMA1	DYNLT1	1
PTGES3L-AARSD1	DYNLT1	1
PTH2R	DYNLT1	1
PVR	DYNLT1	1
SDCBP	DYNLT1	1
UXT	DYNLT1	1
CCL28	DYNLT3	1
DYNC1I2	DYNLT3	1
DYNLT1	DYNLT3	1
DYNLT3	DYNLT3	1
PMS1	DYNLT3	1
TESC	DYNLT3	1
ZC3H14	DYNLT3	1
LZTS2	DYRK1A	1
RB1	DYRK1A	1
RBL1	DYRK1A	1
TROAP	DYRK1A	1
GSC2	DYRK1B	1
RANBP9	DYRK1B	1
RBL1	DYRK1B	1
DYRK4	DYRK2	1
KXD1	DYRK2	1
LZTS2	DYRK2	1
SP100	DYRK2	1
WDR62	DYRK2	1
GORASP2	DYRK3	1
ACTN2	DYSF	1
ALMS1	DYSF	1
DGKD	DYSF	1
DNAJB6	DYSF	1
FLNC	DYSF	1
MYOM1	DYSF	1
MYOM2	DYSF	1
OPTN	DYSF	1
PLP1	DYSF	1
SAMHD1	DYSF	1
SGCG	DYSF	1
PPP2R5A	DZIP1	1
TNS2	DZIP1	1
AMOTL2	DZIP1L	1
CBY1	DZIP1L	1
CEP76	DZIP1L	1
LRRN4	DZIP1L	1
TRIM37	DZIP1L	1
AP1M1	DZIP3	1
ARHGAP32	DZIP3	1
ATXN1	DZIP3	1
BAG4	DZIP3	1
CEP63	DZIP3	1
GTF2H2C	DZIP3	1
HNRNPF	DZIP3	1
HNRNPH1	DZIP3	1
HNRNPUL1	DZIP3	1
HOXC8	DZIP3	1
PITX1	DZIP3	1
RBM4B	DZIP3	1
TNS2	DZIP3	1
UBE2D1	DZIP3	1
UBE2D2	DZIP3	1
UBE2E2	DZIP3	1
ZCCHC10	DZIP3	1
ZNF24	DZIP3	1
ZNF765	DZIP3	1
CREBBP	E2F1	1
RBL1	E2F1	1
STOML1	E2F1	1
MSH2	E2F3	1
MYBL2	E2F3	1
TFE3	E2F3	1
HCFC1	E2F4	1
KAT5	E2F4	1
PIN1	E2F4	1
RB1	E2F4	1
RBL1	E2F4	1
RBL2	E2F4	1
TFDP1	E2F4	1
TFDP2	E2F4	1
RBL2	E2F5	1
PIK3R3	E2F6	1
RYBP	E2F6	1
TFDP2	E2F6	1
MEOX2	E2F8	1
STUB1	E2F8	1
CDKN2A	E4F1	1
FHL2	E4F1	1
HMGA2	E4F1	1
RASSF1	E4F1	1
RB1	E4F1	1
TP53	E4F1	1
AES	EAF1	1
ARID4B	EAF1	1
CCDC150	EAF1	1
CCDC33	EAF1	1
CEP70	EAF1	1
CEP76	EAF1	1
DNTTIP1	EAF1	1
DPPA4	EAF1	1
ELL2	EAF1	1
ELL3	EAF1	1
GAS8	EAF1	1
GTF2H1	EAF1	1
HOMER3	EAF1	1
KEAP1	EAF1	1
NUMB	EAF1	1
PAX6	EAF1	1
PICK1	EAF1	1
PIH1D1	EAF1	1
PSME3	EAF1	1
SDCBP	EAF1	1
SEMG1	EAF1	1
SRP14	EAF1	1
TFCP2	EAF1	1
TRAF2	EAF1	1
TRIM62	EAF1	1
YAF2	EAF1	1
BIRC2	EAF2	1
PSME3	EAF2	1
TFPT	EAF2	1
TRIM23	EAF2	1
BYSL	EAPP	1
APOL2	EBAG9	1
CFHR5	EBAG9	1
CLN6	EBAG9	1
MGLL	EBAG9	1
ORMDL1	EBAG9	1
PEX16	EBAG9	1
REEP6	EBAG9	1
STX1A	EBAG9	1
STX2	EBAG9	1
TRAF3IP3	EBAG9	1
VAPA	EBAG9	1
VAPB	EBAG9	1
POU6F2	EBF1	1
EBF3	EBF2	1
TRAF1	EBF2	1
TRAF2	EBF2	1
BRIX1	EBNA1BP2	1
CEP70	EBNA1BP2	1
AQP6	EBP	1
ATP13A1	EBP	1
BTN2A2	EBP	1
C16orf58	EBP	1
C5	EBP	1
CD40	EBP	1
CD69	EBP	1
CD81	EBP	1
CDIPT	EBP	1
CYB561	EBP	1
CYB5B	EBP	1
DEFB127	EBP	1
EBP	EBP	1
EHHADH	EBP	1
EMC6	EBP	1
EMP1	EBP	1
ERG28	EBP	1
ERGIC3	EBP	1
FA2H	EBP	1
FAM209A	EBP	1
FETUB	EBP	1
FKBP8	EBP	1
FXYD3	EBP	1
FXYD6	EBP	1
GJB6	EBP	1
GOSR2	EBP	1
HMOX2	EBP	1
IER3IP1	EBP	1
INSIG2	EBP	1
LPCAT2	EBP	1
LRRC59	EBP	1
NAT8	EBP	1
NDUFB11	EBP	1
NINJ1	EBP	1
NKG7	EBP	1
NRM	EBP	1
ORMDL1	EBP	1
ORMDL2	EBP	1
PLLP	EBP	1
PLP2	EBP	1
PMP22	EBP	1
PVR	EBP	1
SERP1	EBP	1
SFXN3	EBP	1
SFXN5	EBP	1
SLC38A7	EBP	1
SLC41A2	EBP	1
STX12	EBP	1
STX1B	EBP	1
STX6	EBP	1
STX7	EBP	1
SYNGR1	EBP	1
TBC1D20	EBP	1
TMBIM6	EBP	1
TMEM140	EBP	1
TMEM147	EBP	1
TMEM14B	EBP	1
TMEM14C	EBP	1
TMEM243	EBP	1
TMEM254	EBP	1
TMEM60	EBP	1
TMEM97	EBP	1
TSPO2	EBP	1
UBIAD1	EBP	1
UNC50	EBP	1
UNC93B1	EBP	1
USE1	EBP	1
VAMP1	EBP	1
VAMP3	EBP	1
VAMP4	EBP	1
VAPA	EBP	1
VAPB	EBP	1
YIPF1	EBP	1
YIPF4	EBP	1
PIH1D1	ECD	1
CD53	ECE2	1
TRAF1	ECH1	1
TNPO3	ECI2	1
BCAS2	ECM1	1
C1orf109	ECM1	1
DTX2	ECM1	1
EFEMP1	ECM1	1
ENKD1	ECM1	1
FASLG	ECM1	1
FKBP6	ECM1	1
FRS3	ECM1	1
GCM2	ECM1	1
GRN	ECM1	1
HOXC8	ECM1	1
ITGB4	ECM1	1
LIN7A	ECM1	1
LMO4	ECM1	1
PRKAR2B	ECM1	1
SNRPC	ECM1	1
UBQLN1	ECM1	1
CMTM6	ECPAS	1
FN1	ECPAS	1
HSPB1	ECPAS	1
MYH7	ECPAS	1
PCM1	ECPAS	1
C1orf109	ECSIT	1
DTX2	ECSIT	1
FBXL12	ECSIT	1
MAGEB2	ECSIT	1
PSEN1	ECSIT	1
KLHL20	ECT2	1
PARD6A	ECT2	1
RPS20	ECT2	1
CYB561	EDA	1
EMP1	EDA	1
EMP3	EDA	1
LEPROTL1	EDA	1
NIPAL3	EDA	1
PMP22	EDA	1
SEC22A	EDA	1
SLC38A7	EDA	1
TMEM50B	EDA	1
TMEM60	EDA	1
NKG7	EDA2R	1
PLP1	EDA2R	1
SGTA	EDA2R	1
SGTA	EDAR	1
UPK1B	EDAR	1
EDARADD	EDARADD	1
RNF111	EDARADD	1
SDCBP	EDARADD	1
SHPRH	EDARADD	1
SUMO1	EDARADD	1
TAB2	EDARADD	1
TRAF2	EDARADD	1
TRAF6	EDARADD	1
UBE2I	EDARADD	1
WDYHV1	EDARADD	1
ANXA10	EDC3	1
DCP1B	EDC3	1
DDX6	EDC3	1
EDC3	EDC3	1
LNX1	EDC3	1
PIAS2	EDC3	1
QARS	EDC3	1
BTNL9	EDDM3A	1
CD74	EDDM3B	1
CD79A	EDDM3B	1
COX8A	EDDM3B	1
FFAR2	EDDM3B	1
FNDC9	EDDM3B	1
GPR152	EDDM3B	1
GPX8	EDDM3B	1
ICAM3	EDDM3B	1
JPH1	EDDM3B	1
KCNJ6	EDDM3B	1
LRRC25	EDDM3B	1
LRRC59	EDDM3B	1
PVR	EDDM3B	1
SUSD3	EDDM3B	1
SYNE4	EDDM3B	1
TMEM106C	EDDM3B	1
MEOX2	EDF1	1
NR1H3	EDF1	1
EDN1	EDN1	1
COPS5	EDNRA	1
EDN1	EDNRA	1
EXOC5	EDRF1	1
EEA1	EEA1	1
GADD45G	EEF1A1	1
LAMTOR5	EEF1A1	1
MID1	EEF1A1	1
PCNA	EEF1A1	1
PLCG1	EEF1A1	1
RPA2	EEF1A1	1
TTLL12	EEF1A1	1
ZBTB16	EEF1A1	1
TTLL12	EEF1A2	1
MAGEB4	EEF1AKMT3	1
VAC14	EEF1AKMT3	1
EEF1D	EEF1D	1
FKBP6	EEF1D	1
NAT9	EEF1E1	1
ABCC9	EEF1G	1
CARS	EEF1G	1
ECH1	EEF1G	1
EEF1B2	EEF1G	1
EEF1D	EEF1G	1
EEF1G	EEF1G	1
ILF2	EEF1G	1
KLHL18	EEF1G	1
LZTS1	EEF1G	1
PLGRKT	EEF1G	1
RBM6	EEF1G	1
SUMO2	EEF1G	1
TRIM55	EEF1G	1
TRIM63	EEF1G	1
VCAM1	EEF1G	1
FN1	EEF2	1
VCAM1	EEF2	1
IFT88	EEF2KMT	1
LNX1	EEF2KMT	1
PICK1	EEF2KMT	1
PRTFDC1	EEF2KMT	1
TRIP13	EEF2KMT	1
ZNF213	EEF2KMT	1
AKR1B1	EFCAB11	1
FAM173A	EFCAB2	1
TNNI1	EFCAB2	1
TNNI2	EFCAB2	1
GPRASP2	EFCAB3	1
HPRT1	EFCAB3	1
KRT34	EFCAB3	1
OXER1	EFCAB3	1
SPECC1L	EFCAB3	1
TTC23	EFCAB3	1
GOLGA2	EFCAB6	1
PARK7	EFCAB6	1
HOXA1	EFEMP1	1
HSD3B7	EFEMP1	1
MEOX2	EFEMP1	1
SGTA	EFEMP1	1
ADAMTSL4	EFEMP2	1
AES	EFEMP2	1
AMMECR1	EFEMP2	1
ANAPC11	EFEMP2	1
AP1M1	EFEMP2	1
APEX2	EFEMP2	1
ARRDC3	EFEMP2	1
C3	EFEMP2	1
CCDC33	EFEMP2	1
CCND3	EFEMP2	1
CCNK	EFEMP2	1
CLPP	EFEMP2	1
CNNM3	EFEMP2	1
COL8A1	EFEMP2	1
CREB5	EFEMP2	1
CXCL5	EFEMP2	1
ELN	EFEMP2	1
FAM107A	EFEMP2	1
FAM110A	EFEMP2	1
FAM124B	EFEMP2	1
FAM90A1	EFEMP2	1
FBLN5	EFEMP2	1
FBN1	EFEMP2	1
FBXW5	EFEMP2	1
FTO	EFEMP2	1
GLRX3	EFEMP2	1
HDAC4	EFEMP2	1
HHEX	EFEMP2	1
HOXA1	EFEMP2	1
HPCAL1	EFEMP2	1
HSD3B7	EFEMP2	1
HSPA12B	EFEMP2	1
HSPBP1	EFEMP2	1
IGFBP6	EFEMP2	1
IL16	EFEMP2	1
ITGB5	EFEMP2	1
KLF1	EFEMP2	1
LBX1	EFEMP2	1
